IdentifiantImmeuble;CodeVoieRivoliImmeuble;CodeInseeImmeuble;CodePostalImmeuble;CommuneImmeuble;CodeAdresseImmeuble;TypeVoieImmeuble;NomVoieImmeuble;NumeroVoieImmeuble;ComplementNumeroVoieImmeuble;BatimentImmeuble;NombreLogementsAdresseIPE;EtatImmeuble;DateSignatureConvention;GestionnaireImmeuble;CodePostalGestionnaire;CommuneGestionnaire;TypeVoieGestionnaire;NomVoieGestionnaire;NumeroVoieGestionnaire;ComplementNumeroVoieGestionnaire;CodeAdresseGestionnaire;SiretGestionnaire;DateCablageAdresse;DateDerniereModification;ReferencePM;TypeIngenierie;FibreDedieeLibre;TypeImmeuble;TypeProjectionGeographique;CoordonneeImmeubleX;CoordonneeImmeubleY;AccordGestionnaireImmeubleNecessaire;TypeZone;DateMiseEnServiceCommercialeImmeuble;ImmeubleNeuf;DatePrevLivraisonImmeubleNeuf;CodeHexacleVoie;DateDebutAcceptationCmdAcces;DateDebutFournitureCRCmdAcces;ReferencePBO;DateMADPBO;NombrelogementsPBO;TypePBO;TypeRaccoPBPTO;ConditionsSyndic
IMB/01004/X/002R;0040;01004;01500;Ambérieu-en-Bugey;0100422AUP;Rue;Alexandre Bérard;27;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000M;MonofibreZMD;;PAVILLON;RGF93;882555.02;6542828.61;N;3;;;;010042223U;;;;;;;;
IMB/01004/X/002S;0040;01004;01500;Ambérieu-en-Bugey;01004223P4;Rue;Alexandre Bérard;28;;;5;CIBLE;;;;;;;;;;;;201612240000;FI-01004-000G;MonofibreZMD;;IMMEUBLE;RGF93;882631.63;6542674.08;N;3;;;;010042223U;;;;;;;;
IMB/01004/X/002T;0040;01004;01500;Ambérieu-en-Bugey;01004223P6;Rue;Alexandre Bérard;29;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000M;MonofibreZMD;;PAVILLON;RGF93;882551.08;6542835.64;N;3;;;;010042223U;;;;;;;;
IMB/01004/X/002U;0040;01004;01500;Ambérieu-en-Bugey;01004223P7;Rue;Alexandre Bérard;30;;;8;CIBLE;;;;;;;;;;;;201612240000;FI-01004-000G;MonofibreZMD;;IMMEUBLE;RGF93;882628.67;6542679.10;N;3;;;;010042223U;;;;;;;;
IMB/01004/X/002V;0040;01004;01500;Ambérieu-en-Bugey;01004223P9;Rue;Alexandre Bérard;31;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000M;MonofibreZMD;;PAVILLON;RGF93;882550.14;6542842.64;N;3;;;;010042223U;;;;;;;;
IMB/01004/X/002W;0040;01004;01500;Ambérieu-en-Bugey;01004223PA;Rue;Alexandre Bérard;34;;;9;CIBLE;;;;;;;;;;;;201612240000;FI-01004-000G;MonofibreZMD;;IMMEUBLE;RGF93;882624.82;6542695.12;N;3;;;;010042223U;;;;;;;;
IMB/01004/X/002X;0040;01004;01500;Ambérieu-en-Bugey;01004223PB;Rue;Alexandre Bérard;35;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000M;MonofibreZMD;;PAVILLON;RGF93;882546.23;6542851.66;N;3;;;;010042223U;;;;;;;;
IMB/01004/X/002Y;0040;01004;01500;Ambérieu-en-Bugey;01004227YZ;Rue;Alexandre Bérard;36;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000G;MonofibreZMD;;PAVILLON;RGF93;882617.90;6542704.17;N;3;;;;010042223U;;;;;;;;
IMB/01004/X/002Z;0040;01004;01500;Ambérieu-en-Bugey;01004223PC;Rue;Alexandre Bérard;37;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000M;MonofibreZMD;;PAVILLON;RGF93;882532.29;6542857.78;N;3;;;;010042223U;;;;;;;;
IMB/01004/X/0030;0040;01004;01500;Ambérieu-en-Bugey;01004227Z2;Rue;Alexandre Bérard;38;;;5;CIBLE;;;;;;;;;;;;201612240000;FI-01004-000G;MonofibreZMD;;IMMEUBLE;RGF93;882611.13;6542730.21;N;3;;;;010042223U;;;;;;;;
IMB/01004/X/0031;0040;01004;01500;Ambérieu-en-Bugey;01004223PE;Rue;Alexandre Bérard;39;;;8;CIBLE;;;;;;;;;;;;201612240000;FI-01004-000M;MonofibreZMD;;IMMEUBLE;RGF93;882530.41;6542871.78;N;3;;;;010042223U;;;;;;;;
IMB/01004/X/0032;0040;01004;01500;Ambérieu-en-Bugey;01004223PG;Rue;Alexandre Bérard;40;;;4;CIBLE;;;;;;;;;;;;201612240000;FI-01004-000G;MonofibreZMD;;IMMEUBLE;RGF93;882605.25;6542744.25;N;3;;;;010042223U;;;;;;;;
IMB/01004/X/0033;0040;01004;01500;Ambérieu-en-Bugey;01004223PH;Rue;Alexandre Bérard;41;;;4;CIBLE;;;;;;;;;;;;201612240000;FI-01004-000M;MonofibreZMD;;IMMEUBLE;RGF93;882533.51;6542883.74;N;3;;;;010042223U;;;;;;;;
IMB/01004/X/0034;0040;01004;01500;Ambérieu-en-Bugey;01004223PI;Rue;Alexandre Bérard;42;;;11;CIBLE;;IMMO DE FRANCE AIN;01800;Meximieux;Place;Vaugelas;5;;;;;201612240000;FI-01004-000G;MonofibreZMD;;IMMEUBLE;RGF93;882688.42;6542772.51;O;3;;;;010042223U;;;;;;;;
IMB/01004/X/0035;0040;01004;01500;Ambérieu-en-Bugey;01004223PL;Rue;Alexandre Bérard;43;;;2;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000M;MonofibreZMD;;PAVILLON;RGF93;882531.55;6542887.76;N;3;;;;010042223U;;;;;;;;
IMB/01004/X/0036;0040;01004;01500;Ambérieu-en-Bugey;01004223PM;Rue;Alexandre Bérard;44;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000G;MonofibreZMD;;PAVILLON;RGF93;882728.51;6542786.16;N;3;;;;010042223U;;;;;;;;
IMB/01004/X/0037;0040;01004;01500;Ambérieu-en-Bugey;01004223PN;Rue;Alexandre Bérard;46;;;9;CIBLE;;BGC PORTE DE LA DOMBE;01800;Meximieux;Rue;de Genève;52;;;;;201612240000;FI-01004-000G;MonofibreZMD;;IMMEUBLE;RGF93;882595.49;6542771.31;O;3;;;;010042223U;;;;;;;;
IMB/01004/X/0038;0040;01004;01500;Ambérieu-en-Bugey;01004223PP;Rue;Alexandre Bérard;47;;;3;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000M;MonofibreZMD;;IMMEUBLE;RGF93;882528.61;6542894.78;N;3;;;;010042223U;;;;;;;;
IMB/01004/X/0039;0040;01004;01500;Ambérieu-en-Bugey;01004223PR;Rue;Alexandre Bérard;49;;;4;CIBLE;;;;;;;;;;;;201612240000;FI-01004-000M;MonofibreZMD;;IMMEUBLE;RGF93;882526.69;6542903.79;N;3;;;;010042223U;;;;;;;;
IMB/01004/X/003A;0040;01004;01500;Ambérieu-en-Bugey;01004223PS;Rue;Alexandre Bérard;50;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000G;MonofibreZMD;;PAVILLON;RGF93;882634.54;6542780.97;N;3;;;;010042223U;;;;;;;;
IMB/01004/X/003B;0040;01004;01500;Ambérieu-en-Bugey;01004223PT;Rue;Alexandre Bérard;51;;;9;CIBLE;;;;;;;;;;;;201612240000;FI-01004-000M;MonofibreZMD;;IMMEUBLE;RGF93;882523.76;6542911.80;N;3;;;;010042223U;;;;;;;;
IMB/01004/X/003C;0040;01004;01500;Ambérieu-en-Bugey;01004227Z3;Rue;Alexandre Bérard;52;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000G;MonofibreZMD;;PAVILLON;RGF93;882606.39;6542760.23;N;3;;;;010042223U;;;;;;;;
IMB/01004/X/003D;0040;01004;01500;Ambérieu-en-Bugey;;Rue;Alexandre Bérard;54;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000E;MonofibreZMD;;PAVILLON;RGF93;882526.69;6543020.69;N;3;;;;010042223U;;;;;;;;
IMB/01004/X/003E;0040;01004;01500;Ambérieu-en-Bugey;01004227Z4;Rue;Alexandre Bérard;55;;;2;EN COURS DE DEPLOIEMENT;;;;;;;;;;;;201711100000;FI-01004-000B;MonofibreZMD;;PAVILLON;RGF93;882498.38;6542981.96;N;3;;;;010042223U;;;;;;;souterrain;
IMB/01004/X/003F;0040;01004;01500;Ambérieu-en-Bugey;01004227Z6;Rue;Alexandre Bérard;57;;;6;CIBLE;;RAA INCONNU 01;69003;Lyon 03;Rue;du Dauphiné;8;;;;;201509120000;FI-01004-000B;MonofibreZMD;;IMMEUBLE;RGF93;882494.46;6542989.99;O;3;;;;010042223U;;;;;;;;
IMB/01004/X/003G;0040;01004;01500;Ambérieu-en-Bugey;01004223PU;Rue;Alexandre Bérard;58;;;15;CIBLE;;RAA INCONNU 01;69003;Lyon 03;Rue;du Dauphiné;8;;;;;201608020000;FI-01004-000E;MonofibreZMD;;IMMEUBLE;RGF93;882455.55;6543230.12;O;3;;;;010042223U;;;;;;;;
IMB/01004/X/003H;0040;01004;01500;Ambérieu-en-Bugey;01004223PV;Rue;Alexandre Bérard;59;;;2;EN COURS DE DEPLOIEMENT;;;;;;;;;;;;201711100000;FI-01004-000B;MonofibreZMD;;PAVILLON;RGF93;882492.53;6542998.00;N;3;;;;010042223U;;;;;;;souterrain;
IMB/01004/X/003I;0040;01004;01500;Ambérieu-en-Bugey;01004223PX;Rue;Alexandre Bérard;60;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000E;MonofibreZMD;;PAVILLON;RGF93;882423.83;6543259.36;N;3;;;;010042223U;;;;;;;;
IMB/01004/X/003J;0040;01004;01500;Ambérieu-en-Bugey;01004223PY;Rue;Alexandre Bérard;61;;;1;EN COURS DE DEPLOIEMENT;;;;;;;;;;;;201711100000;FI-01004-000B;MonofibreZMD;;PAVILLON;RGF93;882488.59;6543005.03;N;3;;;;010042223U;;;;;;;aérosouterrain;
IMB/01004/X/003K;0040;01004;01500;Ambérieu-en-Bugey;01004223R2;Rue;Alexandre Bérard;62;B;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000E;MonofibreZMD;;PAVILLON;RGF93;882420.89;6543266.38;N;3;;;;010042223U;;;;;;;;
IMB/01004/X/003L;0040;01004;01500;Ambérieu-en-Bugey;01004223PZ;Rue;Alexandre Bérard;62;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000E;MonofibreZMD;;PAVILLON;RGF93;882416.94;6543271.41;N;3;;;;010042223U;;;;;;;;
IMB/01004/X/003M;0040;01004;01500;Ambérieu-en-Bugey;01004223R3;Rue;Alexandre Bérard;63;;;2;EN COURS DE DEPLOIEMENT;;;;;;;;;;;;201711100000;FI-01004-000B;MonofibreZMD;;PAVILLON;RGF93;882485.66;6543013.04;N;3;;;;010042223U;;;;;;;aérosouterrain;
IMB/01004/X/003N;0040;01004;01500;Ambérieu-en-Bugey;0100422BHU;Rue;Alexandre Bérard;64;B;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000E;MonofibreZMD;;PAVILLON;RGF93;882420.99;6543278.37;N;3;;;;010042223U;;;;;;;;
IMB/01004/X/003O;0040;01004;01500;Ambérieu-en-Bugey;01004223R4;Rue;Alexandre Bérard;64;;;3;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000E;MonofibreZMD;;IMMEUBLE;RGF93;882413.98;6543276.43;N;3;;;;010042223U;;;;;;;;
IMB/01004/X/003P;0040;01004;01500;Ambérieu-en-Bugey;01004223R7;Rue;Alexandre Bérard;67;;;5;CIBLE;;RAA INCONNU 01;69003;Lyon 03;Rue;du Dauphiné;8;;;;;201601080000;FI-01004-000B;MonofibreZMD;;IMMEUBLE;RGF93;882464.10;6543062.19;O;3;;;;010042223U;;;;;;;;
IMB/01004/X/003Q;0040;01004;01500;Ambérieu-en-Bugey;01004223R9;Rue;Alexandre Bérard;68;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000E;MonofibreZMD;;PAVILLON;RGF93;882405.23;6543304.49;N;3;;;;010042223U;;;;;;;;
IMB/01004/X/003R;0040;01004;01500;Ambérieu-en-Bugey;01004223RA;Rue;Alexandre Bérard;69;;;5;CIBLE;;RAA INCONNU 01;69003;Lyon 03;Rue;du Dauphiné;8;;;;;201601080000;FI-01004-000B;MonofibreZMD;;IMMEUBLE;RGF93;882458.23;6543076.23;O;3;;;;010042223U;;;;;;;;
IMB/01004/X/003S;0040;01004;01500;Ambérieu-en-Bugey;01004223RB;Rue;Alexandre Bérard;70;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000E;MonofibreZMD;;PAVILLON;RGF93;882403.28;6543309.50;N;3;;;;010042223U;;;;;;;;
IMB/01004/X/003T;0040;01004;01500;Ambérieu-en-Bugey;01004223RE;Rue;Alexandre Bérard;71;B;;3;EN COURS DE DEPLOIEMENT;;;;;;;;;;;;201711140000;FI-01004-000B;MonofibreZMD;;IMMEUBLE;RGF93;882443.40;6543095.34;N;3;;;;010042223U;;;;;;;aérosouterrain;
IMB/01004/X/003U;0040;01004;01500;Ambérieu-en-Bugey;01004223RC;Rue;Alexandre Bérard;71;;;3;EN COURS DE DEPLOIEMENT;;;;;;;;;;;;201711140000;FI-01004-000B;MonofibreZMD;;IMMEUBLE;RGF93;882456.37;6543092.23;N;3;;;;010042223U;;;;;;;aérosouterrain;
IMB/01004/X/003V;0040;01004;01500;Ambérieu-en-Bugey;01004223RG;Rue;Alexandre Bérard;72;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000E;MonofibreZMD;;PAVILLON;RGF93;882400.34;6543316.52;N;3;;;;010042223U;;;;;;;;
IMB/01004/X/003W;0040;01004;01500;Ambérieu-en-Bugey;01004223RH;Rue;Alexandre Bérard;73;;;1;EN COURS DE DEPLOIEMENT;;;;;;;;;;;;201711140000;FI-01004-000B;MonofibreZMD;;PAVILLON;RGF93;882442.55;6543112.33;N;3;;;;010042223U;;;;;;;souterrain;
IMB/01004/X/003X;0040;01004;01500;Ambérieu-en-Bugey;01004223RI;Rue;Alexandre Bérard;74;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000E;MonofibreZMD;;PAVILLON;RGF93;882400.37;6543320.51;N;3;;;;010042223U;;;;;;;;
IMB/01004/X/003Y;0040;01004;01500;Ambérieu-en-Bugey;01004223RL;Rue;Alexandre Bérard;75;;;1;EN COURS DE DEPLOIEMENT;;;;;;;;;;;;201711140000;FI-01004-000B;MonofibreZMD;;PAVILLON;RGF93;882437.70;6543129.36;N;3;;;;010042223U;;;;;;;souterrain;
IMB/01004/X/003Z;0040;01004;01500;Ambérieu-en-Bugey;01004223RM;Rue;Alexandre Bérard;76;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000E;MonofibreZMD;;PAVILLON;RGF93;882396.42;6543325.54;N;3;;;;010042223U;;;;;;;;
IMB/01004/X/0040;0040;01004;01500;Ambérieu-en-Bugey;01004223RN;Rue;Alexandre Bérard;77;;;6;CIBLE;;RAA INCONNU 01;69003;Lyon 03;Rue;du Dauphiné;8;;;;;201601080000;FI-01004-000B;MonofibreZMD;;IMMEUBLE;RGF93;882428.89;6543150.41;O;3;;;;010042223U;;;;;;;;
IMB/01004/X/0041;0040;01004;01500;Ambérieu-en-Bugey;01004223RP;Rue;Alexandre Bérard;78;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000E;MonofibreZMD;;PAVILLON;RGF93;882394.47;6543331.55;N;3;;;;010042223U;;;;;;;;
IMB/01004/X/0042;0040;01004;01500;Ambérieu-en-Bugey;01004223RR;Rue;Alexandre Bérard;79;;;1;EN COURS DE DEPLOIEMENT;;;;;;;;;;;;201711140000;FI-01004-000B;MonofibreZMD;;PAVILLON;RGF93;882422.03;6543166.46;N;3;;;;010042223U;;;;;;;souterrain;
IMB/01004/X/0043;0040;01004;01500;Ambérieu-en-Bugey;01004229PM;Rue;Alexandre Bérard;80;;;2;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000E;MonofibreZMD;;PAVILLON;RGF93;882384.68;6543354.62;N;3;;;;010042223U;;;;;;;;
IMB/01004/X/0044;0040;01004;01500;Ambérieu-en-Bugey;01004223RS;Rue;Alexandre Bérard;81;;;1;EN COURS DE DEPLOIEMENT;;;;;;;;;;;;201711140000;FI-01004-000B;MonofibreZMD;;PAVILLON;RGF93;882415.18;6543182.50;N;3;;;;010042223U;;;;;;;souterrain;
IMB/01004/X/0045;0040;01004;01500;Ambérieu-en-Bugey;01004223RT;Rue;Alexandre Bérard;82;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000E;MonofibreZMD;;PAVILLON;RGF93;882384.74;6543361.61;N;3;;;;010042223U;;;;;;;;
IMB/01004/X/0046;0040;01004;01500;Ambérieu-en-Bugey;01004223RU;Rue;Alexandre Bérard;83;;;1;CIBLE;;;;;;;;;;;;201711160000;FI-01004-000B;MonofibreZMD;;PAVILLON;RGF93;882335.05;6543160.21;N;3;;;;010042223U;;;;;;;aérien;
IMB/01004/X/0047;0040;01004;01500;Ambérieu-en-Bugey;01004223RV;Rue;Alexandre Bérard;84;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000E;MonofibreZMD;;PAVILLON;RGF93;882381.81;6543369.63;N;3;;;;010042223U;;;;;;;;
IMB/01004/X/0048;0040;01004;01500;Ambérieu-en-Bugey;01004223RY;Rue;Alexandre Bérard;85;B;;6;CIBLE;;BUGEY IMMOBILIER;01500;Ambérieu-en-Bugey;Rue;Aristide Briand;40;;;;;201601080000;FI-01004-000B;MonofibreZMD;;IMMEUBLE;RGF93;882383.38;6543202.76;O;3;;;;010042223U;;;;;;;;
IMB/01004/X/0049;0040;01004;01500;Ambérieu-en-Bugey;01004223RX;Rue;Alexandre Bérard;85;;;12;CIBLE;;BUGEY IMMOBILIER;01500;Ambérieu-en-Bugey;Rue;Aristide Briand;40;;;;;201601080000;FI-01004-000B;MonofibreZMD;;IMMEUBLE;RGF93;882395.40;6543206.65;O;3;;;;010042223U;;;;;;;;
IMB/01004/X/004A;0040;01004;01500;Ambérieu-en-Bugey;01004229PN;Rue;Alexandre Bérard;86;B;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000E;MonofibreZMD;;PAVILLON;RGF93;882371.98;6543388.70;N;3;;;;010042223U;;;;;;;;
IMB/01004/X/004B;0040;01004;01500;Ambérieu-en-Bugey;01004223RZ;Rue;Alexandre Bérard;86;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000E;MonofibreZMD;;PAVILLON;RGF93;882373.95;6543384.68;N;3;;;;010042223U;;;;;;;;
IMB/01004/X/004C;0040;01004;01500;Ambérieu-en-Bugey;01004223S2;Rue;Alexandre Bérard;87;;;1;EN COURS DE DEPLOIEMENT;;;;;;;;;;;;201711140000;FI-01004-000B;MonofibreZMD;;PAVILLON;RGF93;882395.58;6543227.63;N;3;;;;010042223U;;;;;;;souterrain;
IMB/01004/X/01WC;0320;01004;01500;Ambérieu-en-Bugey;0100422637;Avenue;du Général Sarrail;78;B;;16;DEPLOYE;20170509;FONCIA SEILLON MARTIN;01000;Bourg-en-Bresse;Avenue;Jean Jaurès;4;;;;20170825;201709010000;FI-01004-0001;MonofibreZMD;;IMMEUBLE;RGF93;880767.67;6542259.43;O;3;20170924;;;0100422267;20170909;20170909;PT 000431|PT 000432;20170825|20170825;8|8;PBO intérieur;souterrain;
IMB/01004/X/01WD;0320;01004;01500;Ambérieu-en-Bugey;0100422639;Avenue;du Général Sarrail;80;;;6;DEPLOYE;20170330;AGENCE DESBENOIT;01500;Ambérieu-en-Bugey;Rue;Alexandre Bérard;6;;;;20170929;201709290000;FI-01004-0001;MonofibreZMD;;IMMEUBLE;RGF93;880719.86;6542276.82;O;3;20171029;;;0100422267;20171014;20171014;;20170929;6;;souterrain;
IMB/01004/X/01WE;0320;01004;01500;Ambérieu-en-Bugey;0100422AB7;Avenue;du Général Sarrail;82;;;12;DEPLOYE;20160920;AMBERIEU HABITAT;01500;Ambérieu-en-Bugey;Rue;Alexandre Bérard;0;;;;20161201;201612010000;FI-01004-0001;MonofibreZMD;;IMMEUBLE;RGF93;880717.18;6542313.81;O;3;20161231;;;0100422267;20161216;20161216;PT 000164;20161201;12;PBO intérieur;;
IMB/01004/X/01WG;519A;01004;01500;Ambérieu-en-Bugey;0100422A72;Rue;du Grand Dunois;5;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000Q;MonofibreZMD;;PAVILLON;RGF93;882635.45;6543352.47;N;3;;;;01004222BY;;;;;;;;
IMB/01004/X/01WH;519A;01004;01500;Ambérieu-en-Bugey;01004229HR;Rue;du Grand Dunois;7;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000Q;MonofibreZMD;;PAVILLON;RGF93;882633.54;6543363.48;N;3;;;;01004222BY;;;;;;;;
IMB/01004/X/01WI;519A;01004;01500;Ambérieu-en-Bugey;0100422A73;Rue;du Grand Dunois;9;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000Q;MonofibreZMD;;PAVILLON;RGF93;882633.64;6543374.47;N;3;;;;01004222BY;;;;;;;;
IMB/01004/X/01WJ;519A;01004;01500;Ambérieu-en-Bugey;01004229HS;Rue;du Grand Dunois;11;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000Q;MonofibreZMD;;PAVILLON;RGF93;882634.73;6543385.45;N;3;;;;01004222BY;;;;;;;;
IMB/01004/X/01WK;519A;01004;01500;Ambérieu-en-Bugey;0100422A74;Rue;du Grand Dunois;13;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000Q;MonofibreZMD;;PAVILLON;RGF93;882636.86;6543401.42;N;3;;;;01004222BY;;;;;;;;
IMB/01004/X/01WL;519A;01004;01500;Ambérieu-en-Bugey;01004229HT;Rue;du Grand Dunois;15;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000Q;MonofibreZMD;;PAVILLON;RGF93;882636.97;6543413.40;N;3;;;;01004222BY;;;;;;;;
IMB/01004/X/01WM;519A;01004;01500;Ambérieu-en-Bugey;01004229HU;Rue;du Grand Dunois;17;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000Q;MonofibreZMD;;PAVILLON;RGF93;882643.06;6543425.34;N;3;;;;01004222BY;;;;;;;;
IMB/01004/X/01WN;519A;01004;01500;Ambérieu-en-Bugey;01004229HV;Rue;du Grand Dunois;19;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000Q;MonofibreZMD;;PAVILLON;RGF93;882644.29;6543451.31;N;3;;;;01004222BY;;;;;;;;
IMB/01004/X/01WO;519A;01004;01500;Ambérieu-en-Bugey;01004229HX;Rue;du Grand Dunois;21;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000Q;MonofibreZMD;;PAVILLON;RGF93;882649.61;6543489.23;N;3;;;;01004222BY;;;;;;;;
IMB/01004/X/01WP;519A;01004;01500;Ambérieu-en-Bugey;01004229HY;Rue;du Grand Dunois;23;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000Q;MonofibreZMD;;PAVILLON;RGF93;882652.91;6543525.17;N;3;;;;01004222BY;;;;;;;;
IMB/01004/X/01WQ;519A;01004;01500;Ambérieu-en-Bugey;01004229HZ;Rue;du Grand Dunois;25;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000Q;MonofibreZMD;;PAVILLON;RGF93;882610.99;6543530.53;N;3;;;;01004222BY;;;;;;;;
IMB/01004/X/01WR;519A;01004;01500;Ambérieu-en-Bugey;0100422A76;Rue;du Grand Dunois;26;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000Q;MonofibreZMD;;PAVILLON;RGF93;882666.34;6543343.21;N;3;;;;01004222BY;;;;;;;;
IMB/01004/X/01WS;519A;01004;01500;Ambérieu-en-Bugey;01004229I3;Rue;du Grand Dunois;27;B;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000Q;MonofibreZMD;;PAVILLON;RGF93;882659.33;6543574.07;N;3;;;;01004222BY;;;;;;;;
IMB/01004/X/01WT;519A;01004;01500;Ambérieu-en-Bugey;01004229I4;Rue;du Grand Dunois;27;T;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000Q;MonofibreZMD;;PAVILLON;RGF93;882687.40;6543585.82;N;3;;;;01004222BY;;;;;;;;
IMB/01004/X/01WU;519A;01004;01500;Ambérieu-en-Bugey;01004229I2;Rue;du Grand Dunois;27;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000Q;MonofibreZMD;;PAVILLON;RGF93;882655.13;6543551.13;N;3;;;;01004222BY;;;;;;;;
IMB/01004/X/01WV;519A;01004;01500;Ambérieu-en-Bugey;01004229I6;Rue;du Grand Dunois;28;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000Q;MonofibreZMD;;PAVILLON;RGF93;882668.58;6543371.17;N;3;;;;01004222BY;;;;;;;;
IMB/01004/X/01WW;519A;01004;01500;Ambérieu-en-Bugey;0100422A77;Rue;du Grand Dunois;29;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000Q;MonofibreZMD;;PAVILLON;RGF93;882709.41;6543588.63;N;3;;;;01004222BY;;;;;;;;
IMB/01004/X/01WX;519A;01004;01500;Ambérieu-en-Bugey;0100422A79;Rue;du Grand Dunois;30;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000Q;MonofibreZMD;;PAVILLON;RGF93;882672.84;6543402.11;N;3;;;;01004222BY;;;;;;;;
IMB/01004/X/01WY;519A;01004;01500;Ambérieu-en-Bugey;0100422B3U;Rue;du Grand Dunois;31;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000Q;MonofibreZMD;;PAVILLON;RGF93;882748.57;6543611.28;N;3;;;;01004222BY;;;;;;;;
IMB/01004/X/01WZ;519A;01004;01500;Ambérieu-en-Bugey;0100422C4E;Rue;du Grand Dunois;33;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000Q;MonofibreZMD;;PAVILLON;RGF93;882752.50;6543603.25;N;3;;;;01004222BY;;;;;;;;
IMB/01004/X/01X0;519A;01004;01500;Ambérieu-en-Bugey;01004229I7;Rue;du Grand Dunois;34;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000Q;MonofibreZMD;;PAVILLON;RGF93;882701.19;6543445.83;N;3;;;;01004222BY;;;;;;;;
IMB/01004/X/01X1;519A;01004;01500;Ambérieu-en-Bugey;01004229I9;Rue;du Grand Dunois;36;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000Q;MonofibreZMD;;PAVILLON;RGF93;882676.22;6543447.04;N;3;;;;01004222BY;;;;;;;;
IMB/01004/X/01X2;519A;01004;01500;Ambérieu-en-Bugey;01004229IA;Rue;du Grand Dunois;38;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000Q;MonofibreZMD;;PAVILLON;RGF93;882681.48;6543477.97;N;3;;;;01004222BY;;;;;;;;
IMB/01004/X/01X3;519A;01004;01500;Ambérieu-en-Bugey;01004229IB;Rue;du Grand Dunois;40;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000Q;MonofibreZMD;;PAVILLON;RGF93;882705.43;6543474.76;N;3;;;;01004222BY;;;;;;;;
IMB/01004/X/01X4;519A;01004;01500;Ambérieu-en-Bugey;01004229IC;Rue;du Grand Dunois;42;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000Q;MonofibreZMD;;PAVILLON;RGF93;882707.81;6543518.71;N;3;;;;01004222BY;;;;;;;;
