IdentifiantImmeuble;CodeVoieRivoliImmeuble;CodeInseeImmeuble;CodePostalImmeuble;CommuneImmeuble;CodeAdresseImmeuble;TypeVoieImmeuble;NomVoieImmeuble;NumeroVoieImmeuble;ComplementNumeroVoieImmeuble;BatimentImmeuble;NombreLogementsAdresseIPE;EtatImmeuble;DateSignatureConvention;GestionnaireImmeuble;CodePostalGestionnaire;CommuneGestionnaire;TypeVoieGestionnaire;NomVoieGestionnaire;NumeroVoieGestionnaire;ComplementNumeroVoieGestionnaire;CodeAdresseGestionnaire;SiretGestionnaire;DateCablageAdresse;DateDerniereModification;ReferencePM;TypeIngenierie;FibreDedieeLibre;TypeImmeuble;TypeProjectionGeographique;CoordonneeImmeubleX;CoordonneeImmeubleY;AccordGestionnaireImmeubleNecessaire;TypeZone;DateMiseEnServiceCommercialeImmeuble;ImmeubleNeuf;DatePrevLivraisonImmeubleNeuf;CodeHexacleVoie;DateDebutAcceptationCmdAcces;DateDebutFournitureCRCmdAcces;ReferencePBO;DateMADPBO;NombrelogementsPBO;TypePBO;TypeRaccoPBPTO;ConditionsSyndic
IMB/01004/X/01NO;825A;01004;01500;Ambérieu-en-Bugey;010042273L;Rue;des Vignes;413;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000I;MonofibreZMD;;PAVILLON;RGF93;882932.77;6542837.36;N;3;;;;01004222AB;;;;;;;;
IMB/01004/X/01NP;825A;01004;01500;Ambérieu-en-Bugey;010042273M;Rue;des Vignes;439;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000I;MonofibreZMD;;PAVILLON;RGF93;882953.60;6542819.20;N;3;;;;01004222AB;;;;;;;;
IMB/01004/X/01NQ;825A;01004;01500;Ambérieu-en-Bugey;010042273N;Rue;des Vignes;448;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000I;MonofibreZMD;;PAVILLON;RGF93;882940.38;6542792.33;N;3;;;;01004222AB;;;;;;;;
IMB/01004/X/01NR;825A;01004;01500;Ambérieu-en-Bugey;010042273P;Rue;des Vignes;490;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000I;MonofibreZMD;;PAVILLON;RGF93;882967.15;6542768.12;N;3;;;;01004222AB;;;;;;;;
IMB/01004/X/01NS;825A;01004;01500;Ambérieu-en-Bugey;010042273R;Rue;des Vignes;524;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000I;MonofibreZMD;;PAVILLON;RGF93;882977.93;6542744.05;N;3;;;;01004222AB;;;;;;;;
IMB/01004/X/01NT;825A;01004;01500;Ambérieu-en-Bugey;010042273S;Rue;des Vignes;558;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000I;MonofibreZMD;;PAVILLON;RGF93;882990.67;6542714.97;N;3;;;;01004222AB;;;;;;;;
IMB/01004/X/01NU;825A;01004;01500;Ambérieu-en-Bugey;010042273T;Rue;des Vignes;576;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000I;MonofibreZMD;;PAVILLON;RGF93;883002.46;6542691.89;N;3;;;;01004222AB;;;;;;;;
IMB/01004/X/01NW;0265;01004;01500;Ambérieu-en-Bugey;01004222HS;Allée;du 19 Mars 1962;12;;;15;SIGNE;20170904;DYNACITE 01;01000;Bourg-en-Bresse;Boulevard;du 8 Mai 1945;390;;;;;201601080000;FI-01004-0008;MonofibreZMD;;IMMEUBLE;RGF93;880900.29;6542927.72;O;3;;;;010042222B;;;;;;;;
IMB/01004/X/01NX;0265;01004;01500;Ambérieu-en-Bugey;01004222HT;Allée;du 19 Mars 1962;34;;;15;SIGNE;20170904;DYNACITE 01;01000;Bourg-en-Bresse;Boulevard;du 8 Mai 1945;390;;;;;201601080000;FI-01004-0008;MonofibreZMD;;IMMEUBLE;RGF93;880922.43;6542946.51;O;3;;;;010042222B;;;;;;;;
IMB/01004/X/01NY;0265;01004;01500;Ambérieu-en-Bugey;01004222HU;Allée;du 19 Mars 1962;56;;;15;SIGNE;20170904;DYNACITE 01;01000;Bourg-en-Bresse;Boulevard;du 8 Mai 1945;390;;;;;201601080000;FI-01004-0008;MonofibreZMD;;IMMEUBLE;RGF93;880951.33;6542938.27;O;3;;;;010042222B;;;;;;;;
IMB/01004/X/01NZ;0265;01004;01500;Ambérieu-en-Bugey;01004222HV;Allée;du 19 Mars 1962;78;;;15;SIGNE;20170904;DYNACITE 01;01000;Bourg-en-Bresse;Boulevard;du 8 Mai 1945;390;;;;;201601080000;FI-01004-0008;MonofibreZMD;;IMMEUBLE;RGF93;880967.20;6542924.15;O;3;;;;010042222B;;;;;;;;
IMB/01004/X/01O0;A300;01004;01500;Ambérieu-en-Bugey;01004227RM;Place;du 8 Mai 1945;12;;;12;CIBLE;;BUGEY IMMOBILIER;01500;Ambérieu-en-Bugey;Rue;Aristide Briand;40;;;;;201608020000;FI-01004-000E;MonofibreZMD;;IMMEUBLE;RGF93;882618.22;6543091.84;O;3;;;;01004222AP;;;;;;;;
IMB/01004/X/01O1;A300;01004;01500;Ambérieu-en-Bugey;01004227RN;Place;du 8 Mai 1945;14;;;10;CIBLE;;BUGEY IMMOBILIER;01500;Ambérieu-en-Bugey;Rue;Aristide Briand;40;;;;;201608020000;FI-01004-000E;MonofibreZMD;;IMMEUBLE;RGF93;882599.30;6543099.00;O;3;;;;01004222AP;;;;;;;;
IMB/01004/X/01O2;A300;01004;01500;Ambérieu-en-Bugey;01004227RP;Place;du 8 Mai 1945;16;;;14;CIBLE;;BUGEY IMMOBILIER;01500;Ambérieu-en-Bugey;Rue;Aristide Briand;40;;;;;201608020000;FI-01004-000E;MonofibreZMD;;IMMEUBLE;RGF93;882578.39;6543107.17;O;3;;;;01004222AP;;;;;;;;
IMB/01004/X/01O3;A300;01004;01500;Ambérieu-en-Bugey;01004227RR;Place;du 8 Mai 1945;18;;;11;CIBLE;;BUGEY IMMOBILIER;01500;Ambérieu-en-Bugey;Rue;Aristide Briand;40;;;;;201608020000;FI-01004-000E;MonofibreZMD;;IMMEUBLE;RGF93;882560.46;6543113.32;O;3;;;;01004222AP;;;;;;;;
IMB/01004/X/01O4;A300;01004;01500;Ambérieu-en-Bugey;01004227RS;Place;du 8 Mai 1945;20;;;19;CIBLE;;BUGEY IMMOBILIER;01500;Ambérieu-en-Bugey;Rue;Aristide Briand;40;;;;;201608020000;FI-01004-000E;MonofibreZMD;;IMMEUBLE;RGF93;882538.56;6543123.50;O;3;;;;01004222AP;;;;;;;;
IMB/01004/X/01O5;526A;01004;01500;Ambérieu-en-Bugey;01004227UC;Parc;du Beau Fayard;1;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000I;MonofibreZMD;;PAVILLON;RGF93;882997.37;6542913.74;N;3;;;;01004222BV;;;;;;;;
IMB/01004/X/01O6;526A;01004;01500;Ambérieu-en-Bugey;01004227UE;Parc;du Beau Fayard;2;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000I;MonofibreZMD;;PAVILLON;RGF93;883012.20;6542894.63;N;3;;;;01004222BV;;;;;;;;
IMB/01004/X/01O7;526A;01004;01500;Ambérieu-en-Bugey;01004227UG;Parc;du Beau Fayard;3;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000I;MonofibreZMD;;PAVILLON;RGF93;883023.01;6542873.55;N;3;;;;01004222BV;;;;;;;;
IMB/01004/X/01O8;526A;01004;01500;Ambérieu-en-Bugey;01004227UH;Parc;du Beau Fayard;4;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000I;MonofibreZMD;;PAVILLON;RGF93;883047.06;6542882.34;N;3;;;;01004222BV;;;;;;;;
IMB/01004/X/01O9;526A;01004;01500;Ambérieu-en-Bugey;01004227UI;Parc;du Beau Fayard;5;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000I;MonofibreZMD;;PAVILLON;RGF93;883071.13;6542893.12;N;3;;;;01004222BV;;;;;;;;
IMB/01004/X/01OA;526A;01004;01500;Ambérieu-en-Bugey;01004227UL;Parc;du Beau Fayard;6;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000I;MonofibreZMD;;PAVILLON;RGF93;883087.31;6542914.97;N;3;;;;01004222BV;;;;;;;;
IMB/01004/X/01OB;526A;01004;01500;Ambérieu-en-Bugey;01004227UM;Parc;du Beau Fayard;7;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000I;MonofibreZMD;;PAVILLON;RGF93;883086.67;6542957.94;N;3;;;;01004222BV;;;;;;;;
IMB/01004/X/01OC;526A;01004;01500;Ambérieu-en-Bugey;01004227UN;Parc;du Beau Fayard;8;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000I;MonofibreZMD;;PAVILLON;RGF93;883065.45;6542929.14;N;3;;;;01004222BV;;;;;;;;
IMB/01004/X/01OD;526A;01004;01500;Ambérieu-en-Bugey;0100422A6Y;Parc;du Beau Fayard;9;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000I;MonofibreZMD;;PAVILLON;RGF93;883061.08;6543003.12;N;3;;;;01004222BV;;;;;;;;
IMB/01004/X/01OE;526A;01004;01500;Ambérieu-en-Bugey;0100422A6Z;Parc;du Beau Fayard;10;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000I;MonofibreZMD;;PAVILLON;RGF93;883029.96;6542985.40;N;3;;;;01004222BV;;;;;;;;
IMB/01004/X/01OF;526A;01004;01500;Ambérieu-en-Bugey;01004227UP;Parc;du Beau Fayard;11;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000I;MonofibreZMD;;PAVILLON;RGF93;883050.77;6542965.24;N;3;;;;01004222BV;;;;;;;;
IMB/01004/X/01OG;526A;01004;01500;Ambérieu-en-Bugey;01004229V9;Parc;du Beau Fayard;12;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000I;MonofibreZMD;;PAVILLON;RGF93;883016.71;6542954.54;N;3;;;;01004222BV;;;;;;;;
IMB/01004/X/01OH;523A;01004;01500;Ambérieu-en-Bugey;0100422AA6;Rue;du Bosquet;2;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000N;MonofibreZMD;;PAVILLON;RGF93;883285.32;6542236.85;N;3;;;;01004229MV;;;;;;;;
IMB/01004/X/01OI;523A;01004;01500;Ambérieu-en-Bugey;0100422AZH;Rue;du Bosquet;4;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000N;MonofibreZMD;;PAVILLON;RGF93;883273.22;6542223.96;N;3;;;;01004229MV;;;;;;;;
IMB/01004/X/01OJ;523A;01004;01500;Ambérieu-en-Bugey;0100422AA7;Rue;du Bosquet;6;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000N;MonofibreZMD;;PAVILLON;RGF93;883243.04;6542200.24;N;3;;;;01004229MV;;;;;;;;
IMB/01004/X/01OK;523A;01004;01500;Ambérieu-en-Bugey;01004229XG;Rue;du Bosquet;8;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000N;MonofibreZMD;;PAVILLON;RGF93;883261.80;6542174.11;N;3;;;;01004229MV;;;;;;;;
IMB/01004/X/01OL;523A;01004;01500;Ambérieu-en-Bugey;0100422AA9;Rue;du Bosquet;10;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000N;MonofibreZMD;;PAVILLON;RGF93;883280.58;6542149.96;N;3;;;;01004229MV;;;;;;;;
IMB/01004/X/01OM;523A;01004;01500;Ambérieu-en-Bugey;01004229XH;Rue;du Bosquet;12;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000N;MonofibreZMD;;PAVILLON;RGF93;883303.38;6542129.79;N;3;;;;01004229MV;;;;;;;;
IMB/01004/X/01ON;523A;01004;01500;Ambérieu-en-Bugey;0100422AAA;Rue;du Bosquet;14;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000N;MonofibreZMD;;PAVILLON;RGF93;883315.23;6542112.70;N;3;;;;01004229MV;;;;;;;;
IMB/01004/X/01OO;523A;01004;01500;Ambérieu-en-Bugey;;Rue;du Bosquet;15;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000N;MonofibreZMD;;PAVILLON;RGF93;883341.46;6542142.45;N;3;;;;01004229MV;;;;;;;;
IMB/01004/X/01OP;523A;01004;01500;Ambérieu-en-Bugey;0100422AAB;Rue;du Bosquet;16;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000N;MonofibreZMD;;PAVILLON;RGF93;883339.29;6542122.48;N;3;;;;01004229MV;;;;;;;;
IMB/01004/X/01OQ;523A;01004;01500;Ambérieu-en-Bugey;0100422AAC;Rue;du Bosquet;18;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000N;MonofibreZMD;;PAVILLON;RGF93;883360.33;6542129.30;N;3;;;;01004229MV;;;;;;;;
IMB/01004/X/01OR;523A;01004;01500;Ambérieu-en-Bugey;01004229XL;Rue;du Bosquet;20;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000N;MonofibreZMD;;PAVILLON;RGF93;883381.36;6542135.11;N;3;;;;01004229MV;;;;;;;;
IMB/01004/X/01OS;523A;01004;01500;Ambérieu-en-Bugey;0100422A2B;Rue;du Bosquet;22;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000N;MonofibreZMD;;PAVILLON;RGF93;883387.82;6542189.01;N;3;;;;01004229MV;;;;;;;;
IMB/01004/X/01OT;523A;01004;01500;Ambérieu-en-Bugey;01004229XM;Rue;du Bosquet;24;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000N;MonofibreZMD;;PAVILLON;RGF93;883383.65;6542169.06;N;3;;;;01004229MV;;;;;;;;
IMB/01004/X/01OU;523A;01004;01500;Ambérieu-en-Bugey;0100422AAE;Rue;du Bosquet;26;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000N;MonofibreZMD;;PAVILLON;RGF93;883349.92;6542196.33;N;3;;;;01004229MV;;;;;;;;
IMB/01004/X/01OV;523A;01004;01500;Ambérieu-en-Bugey;01004229XN;Rue;du Bosquet;28;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000N;MonofibreZMD;;PAVILLON;RGF93;883365.98;6542205.18;N;3;;;;01004229MV;;;;;;;;
IMB/01004/X/01OW;523A;01004;01500;Ambérieu-en-Bugey;01004229XP;Rue;du Bosquet;30;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000N;MonofibreZMD;;PAVILLON;RGF93;883351.65;6542165.34;N;3;;;;01004229MV;;;;;;;;
IMB/01004/X/01OX;523A;01004;01500;Ambérieu-en-Bugey;0100422AAG;Rue;du Bosquet;32;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000N;MonofibreZMD;;PAVILLON;RGF93;883328.64;6542162.54;N;3;;;;01004229MV;;;;;;;;
IMB/01004/X/01OY;523A;01004;01500;Ambérieu-en-Bugey;0100422AAH;Rue;du Bosquet;34;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000N;MonofibreZMD;;PAVILLON;RGF93;883309.78;6542176.69;N;3;;;;01004229MV;;;;;;;;
IMB/01004/X/01OZ;523A;01004;01500;Ambérieu-en-Bugey;0100422AAI;Rue;du Bosquet;36;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000N;MonofibreZMD;;PAVILLON;RGF93;883304.01;6542202.72;N;3;;;;01004229MV;;;;;;;;
IMB/01004/X/01P0;523A;01004;01500;Ambérieu-en-Bugey;0100422AAL;Rue;du Bosquet;38;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000N;MonofibreZMD;;PAVILLON;RGF93;883328.94;6542197.51;N;3;;;;01004229MV;;;;;;;;
IMB/01004/X/01P1;523A;01004;01500;Ambérieu-en-Bugey;;Rue;du Bosquet;0;;;2;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000N;MonofibreZMD;;PAVILLON;RGF93;883299.56;6542149.80;N;3;;;;01004229MV;;;;;;;;
IMB/01004/X/01P2;0190;01004;01500;Ambérieu-en-Bugey;;Rue;du Carré Jean Claude;1;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000J;MonofibreZMD;;PAVILLON;RGF93;882544.78;6543616.02;N;3;;;;010042229I;;;;;;;;
IMB/01004/X/01P3;0190;01004;01500;Ambérieu-en-Bugey;;Rue;du Carré Jean Claude;2;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000J;MonofibreZMD;;PAVILLON;RGF93;882428.11;6543643.00;N;3;;;;010042229I;;;;;;;;
IMB/01004/X/01P4;0190;01004;01500;Ambérieu-en-Bugey;;Rue;du Carré Jean Claude;3;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000J;MonofibreZMD;;PAVILLON;RGF93;882416.37;6543671.08;N;3;;;;010042229I;;;;;;;;
IMB/01004/X/01P5;0190;01004;01500;Ambérieu-en-Bugey;;Rue;du Carré Jean Claude;4;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000J;MonofibreZMD;;PAVILLON;RGF93;882420.31;6543665.05;N;3;;;;010042229I;;;;;;;;
IMB/01004/X/01P6;0190;01004;01500;Ambérieu-en-Bugey;;Rue;du Carré Jean Claude;5;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000J;MonofibreZMD;;PAVILLON;RGF93;882423.26;6543659.03;N;3;;;;010042229I;;;;;;;;
IMB/01004/X/01P7;0190;01004;01500;Ambérieu-en-Bugey;;Rue;du Carré Jean Claude;6;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000J;MonofibreZMD;;PAVILLON;RGF93;882426.19;6543652.01;N;3;;;;010042229I;;;;;;;;
IMB/01004/X/01P8;0190;01004;01500;Ambérieu-en-Bugey;;Rue;du Carré Jean Claude;7;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000J;MonofibreZMD;;PAVILLON;RGF93;882430.14;6543645.98;N;3;;;;010042229I;;;;;;;;
IMB/01004/X/01P9;0190;01004;01500;Ambérieu-en-Bugey;;Rue;du Carré Jean Claude;8;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000J;MonofibreZMD;;PAVILLON;RGF93;882433.08;6543639.96;N;3;;;;010042229I;;;;;;;;
IMB/01004/X/01PA;0190;01004;01500;Ambérieu-en-Bugey;01004227CB;Rue;du Carré Jean Claude;9;;;2;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000J;MonofibreZMD;;PAVILLON;RGF93;882468.17;6543653.65;N;3;;;;010042229I;;;;;;;;
IMB/01004/X/01PB;0190;01004;01500;Ambérieu-en-Bugey;01004227CC;Rue;du Carré Jean Claude;11;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000J;MonofibreZMD;;PAVILLON;RGF93;882454.89;6543619.79;N;3;;;;010042229I;;;;;;;;
IMB/01004/X/01PC;0190;01004;01500;Ambérieu-en-Bugey;;Rue;du Carré Jean Claude;12;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000J;MonofibreZMD;;PAVILLON;RGF93;882444.86;6543614.88;N;3;;;;010042229I;;;;;;;;
IMB/01004/X/01PD;0190;01004;01500;Ambérieu-en-Bugey;01004227CE;Rue;du Carré Jean Claude;13;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000J;MonofibreZMD;;PAVILLON;RGF93;882493.92;6543626.45;N;3;;;;010042229I;;;;;;;;
IMB/01004/X/01PE;0190;01004;01500;Ambérieu-en-Bugey;0100422BRE;Rue;du Carré Jean Claude;16;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000J;MonofibreZMD;;PAVILLON;RGF93;882439.79;6543605.93;N;3;;;;010042229I;;;;;;;;
IMB/01004/X/01PF;0190;01004;01500;Ambérieu-en-Bugey;0100422B3R;Rue;du Carré Jean Claude;17;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000J;MonofibreZMD;;PAVILLON;RGF93;882536.73;6543609.10;N;3;;;;010042229I;;;;;;;;
IMB/01004/X/01PG;0190;01004;01500;Ambérieu-en-Bugey;01004227CG;Rue;du Carré Jean Claude;18;;;2;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000Q;MonofibreZMD;;PAVILLON;RGF93;882483.48;6543574.58;N;3;;;;010042229I;;;;;;;;
IMB/01004/X/01PH;0190;01004;01500;Ambérieu-en-Bugey;01004227CH;Rue;du Carré Jean Claude;19;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000J;MonofibreZMD;;PAVILLON;RGF93;882528.12;6543653.13;N;3;;;;010042229I;;;;;;;;
IMB/01004/X/01PI;0190;01004;01500;Ambérieu-en-Bugey;01004227CI;Rue;du Carré Jean Claude;20;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000J;MonofibreZMD;;PAVILLON;RGF93;882560.71;6543608.89;N;3;;;;010042229I;;;;;;;;
IMB/01004/X/01PJ;0190;01004;01500;Ambérieu-en-Bugey;01004227CL;Rue;du Carré Jean Claude;21;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000J;MonofibreZMD;;PAVILLON;RGF93;882579.65;6543603.73;N;3;;;;010042229I;;;;;;;;
IMB/01004/X/01PK;0190;01004;01500;Ambérieu-en-Bugey;01004227CM;Rue;du Carré Jean Claude;23;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000J;MonofibreZMD;;PAVILLON;RGF93;882586.56;6543594.68;N;3;;;;010042229I;;;;;;;;
IMB/01004/X/01PL;0190;01004;01500;Ambérieu-en-Bugey;01004229CP;Rue;du Carré Jean Claude;25;B;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000J;MonofibreZMD;;PAVILLON;RGF93;882608.55;6543595.49;N;3;;;;010042229I;;;;;;;;
IMB/01004/X/01PM;0190;01004;01500;Ambérieu-en-Bugey;01004227CN;Rue;du Carré Jean Claude;25;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000J;MonofibreZMD;;PAVILLON;RGF93;882600.53;6543592.56;N;3;;;;010042229I;;;;;;;;
IMB/01004/X/01PN;0190;01004;01500;Ambérieu-en-Bugey;0100422AM3;Rue;du Carré Jean Claude;26;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000J;MonofibreZMD;;PAVILLON;RGF93;882596.43;6543579.61;N;3;;;;010042229I;;;;;;;;
IMB/01004/X/01PO;0190;01004;01500;Ambérieu-en-Bugey;01004227CP;Rue;du Carré Jean Claude;30;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000J;MonofibreZMD;;PAVILLON;RGF93;882618.34;6543571.43;N;3;;;;010042229I;;;;;;;;
IMB/01004/X/01PP;0190;01004;01500;Ambérieu-en-Bugey;01004227CR;Rue;du Carré Jean Claude;32;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000J;MonofibreZMD;;PAVILLON;RGF93;882630.45;6543585.31;N;3;;;;010042229I;;;;;;;;
IMB/01004/X/01PQ;0190;01004;01500;Ambérieu-en-Bugey;01004227CS;Rue;du Carré Jean Claude;33;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000J;MonofibreZMD;;PAVILLON;RGF93;882596.72;6543613.58;N;3;;;;010042229I;;;;;;;;
IMB/01004/X/01PR;0190;01004;01500;Ambérieu-en-Bugey;01004227CT;Rue;du Carré Jean Claude;34;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000J;MonofibreZMD;;PAVILLON;RGF93;882619.63;6543605.39;N;3;;;;010042229I;;;;;;;;
IMB/01004/X/01PS;0190;01004;01500;Ambérieu-en-Bugey;01004227CU;Rue;du Carré Jean Claude;35;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000J;MonofibreZMD;;PAVILLON;RGF93;882604.72;6543614.51;N;3;;;;010042229I;;;;;;;;
IMB/01004/X/01PT;0190;01004;01500;Ambérieu-en-Bugey;;Rue;du Carré Jean Claude;0;;;4;CIBLE;;;;;;;;;;;;201612240000;FI-01004-000J;MonofibreZMD;;IMMEUBLE;RGF93;882528.73;6543608.17;N;3;;;;010042229I;;;;;;;;
IMB/01004/X/01PU;0200;01004;01500;Ambérieu-en-Bugey;0100422AVZ;Rue;du Carré Rochet;1;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000J;MonofibreZMD;;PAVILLON;RGF93;882516.83;6543735.16;N;3;;;;0100422262;;;;;;;;
IMB/01004/X/01PV;0200;01004;01500;Ambérieu-en-Bugey;0100422AX4;Rue;du Carré Rochet;2;B;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000J;MonofibreZMD;;PAVILLON;RGF93;882527.74;6543726.07;N;3;;;;0100422262;;;;;;;;
IMB/01004/X/01PW;0200;01004;01500;Ambérieu-en-Bugey;010042293L;Rue;du Carré Rochet;2;;;3;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000J;MonofibreZMD;;IMMEUBLE;RGF93;882527.70;6543721.08;N;3;;;;0100422262;;;;;;;;
IMB/01004/X/01PX;0200;01004;01500;Ambérieu-en-Bugey;01004224X7;Rue;du Carré Rochet;3;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000J;MonofibreZMD;;PAVILLON;RGF93;882515.91;6543744.16;N;3;;;;0100422262;;;;;;;;
IMB/01004/X/01PY;0200;01004;01500;Ambérieu-en-Bugey;010042293M;Rue;du Carré Rochet;4;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000J;MonofibreZMD;;PAVILLON;RGF93;882528.79;6543732.06;N;3;;;;0100422262;;;;;;;;
IMB/01004/X/01PZ;0200;01004;01500;Ambérieu-en-Bugey;0100422B2I;Rue;du Carré Rochet;5;B;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000J;MonofibreZMD;;PAVILLON;RGF93;882515.02;6543757.16;N;3;;;;0100422262;;;;;;;;
IMB/01004/X/01Q0;0200;01004;01500;Ambérieu-en-Bugey;01004224X9;Rue;du Carré Rochet;5;;;2;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000J;MonofibreZMD;;PAVILLON;RGF93;882515.08;6543764.15;N;3;;;;0100422262;;;;;;;;
IMB/01004/X/01Q1;0200;01004;01500;Ambérieu-en-Bugey;01004224XA;Rue;du Carré Rochet;6;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000J;MonofibreZMD;;PAVILLON;RGF93;882530.86;6543740.03;N;3;;;;0100422262;;;;;;;;
IMB/01004/X/01Q2;0200;01004;01500;Ambérieu-en-Bugey;01004224XB;Rue;du Carré Rochet;9;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000J;MonofibreZMD;;PAVILLON;RGF93;882512.13;6543770.17;N;3;;;;0100422262;;;;;;;;
IMB/01004/X/01Q3;0200;01004;01500;Ambérieu-en-Bugey;01004224XC;Rue;du Carré Rochet;10;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000J;MonofibreZMD;;PAVILLON;RGF93;882561.89;6543746.76;N;3;;;;0100422262;;;;;;;;
IMB/01004/X/01Q4;0200;01004;01500;Ambérieu-en-Bugey;0100422C6I;Rue;du Carré Rochet;11;;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000J;MonofibreZMD;;PAVILLON;RGF93;882509.18;6543775.19;N;3;;;;0100422262;;;;;;;;
IMB/01004/X/01Q5;0200;01004;01500;Ambérieu-en-Bugey;010042293N;Rue;du Carré Rochet;12;B;;1;CIBLE;;;;;;;;;;;;201509120000;FI-01004-000J;MonofibreZMD;;PAVILLON;RGF93;882539.98;6543754.94;N;3;;;;0100422262;;;;;;;;
